uf;anomes;valor;regiao
Paraíba;201202;13859126.01;Nordeste
Pernambuco;201202;40657147.53;Nordeste
Alagoas;201202;11783526.18;Nordeste
Sergipe;201202;6037494.41;Nordeste
Bahia;201202;51583789.94;Nordeste
Minas Gerais;201202;105365898.59;Sudeste
Espírito Santo;201202;16751995.85;Sudeste
Rio de Janeiro;201202;51218829.7;Sudeste
São Paulo;201202;230716054.24;Sudeste
Paraná;201202;72807882.01;Sul
Santa Catarina;201202;37022044.67;Sul
Rio Grande do Sul;201202;65535901.82;Sul
Mato Grosso do Sul;201202;10651807.08;Centro-Oeste
Mato Grosso;201202;11052531.8;Centro-Oeste
Goiás;201202;27578209.83;Centro-Oeste
Distrito Federal;201202;14888269.73;Centro-Oeste
Rondônia;201203;4873364.26;Norte
Acre;201203;2891004.2;Norte
Amazonas;201203;10336630.29;Norte
Roraima;201203;2033270.63;Norte
Pará;201203;27351755.74;Norte
Amapá;201203;1877427.4;Norte
Tocantins;201203;8295260.11;Norte
Maranhão;201203;21470376.33;Nordeste
Piauí;201203;12737321.75;Nordeste
Ceará;201203;36060511.72;Nordeste
Rio Grande do Norte;201203;16107960.68;Nordeste
Paraíba;201203;15038829.37;Nordeste
Pernambuco;201203;42356775.79;Nordeste
Alagoas;201203;12618040.72;Nordeste
Sergipe;201203;7259238.57;Nordeste
Bahia;201203;61114469.8;Nordeste
Minas Gerais;201203;119320557.57;Sudeste
Espírito Santo;201203;18471537.46;Sudeste
Rio de Janeiro;201203;59050888.79;Sudeste
São Paulo;201203;249733962.44;Sudeste
Paraná;201203;77076883.24;Sul
Santa Catarina;201203;41483655.71;Sul
Rio Grande do Sul;201203;74336260.07;Sul
Mato Grosso do Sul;201203;12180801.7;Centro-Oeste
Mato Grosso;201203;12697271.26;Centro-Oeste
Goiás;201203;28903148.15;Centro-Oeste
Distrito Federal;201203;15085751.32;Centro-Oeste
Rondônia;201204;4516103.32;Norte
Acre;201204;2917189.18;Norte
Amazonas;201204;9891098.07;Norte
Roraima;201204;2013566.74;Norte
Pará;201204;26908659.29;Norte
Amapá;201204;1810215.83;Norte
Tocantins;201204;7404533.57;Norte
Maranhão;201204;23206397.57;Nordeste
Piauí;201204;12142250.28;Nordeste
Ceará;201204;36387903.45;Nordeste
Rio Grande do Norte;201204;14820836.97;Nordeste
Paraíba;201204;14957359.9;Nordeste
Pernambuco;201204;46049107.38;Nordeste
Alagoas;201204;11821517.67;Nordeste
Sergipe;201204;7969461.13;Nordeste
Bahia;201204;56470860.17;Nordeste
Minas Gerais;201204;111508097.76;Sudeste
Espírito Santo;201204;18456884.51;Sudeste
Rio de Janeiro;201204;55713082.39;Sudeste
São Paulo;201204;240380166.02;Sudeste
Paraná;201204;76143545.1;Sul
Santa Catarina;201204;39783026.17;Sul
Rio Grande do Sul;201204;67549395.98;Sul
Mato Grosso do Sul;201204;12317346.21;Centro-Oeste
Mato Grosso;201204;12825836.44;Centro-Oeste
Goiás;201204;27888374.86;Centro-Oeste
Distrito Federal;201204;15764896.19;Centro-Oeste
Rondônia;201205;4619267.68;Norte
Acre;201205;2856559.74;Norte
Amazonas;201205;10955256.77;Norte
Roraima;201205;2135433.72;Norte
Pará;201205;27046198.36;Norte
Amapá;201205;1934889.49;Norte
Tocantins;201205;7394948.64;Norte
Maranhão;201205;23485362.14;Nordeste
Piauí;201205;13129897.87;Nordeste
Ceará;201205;36728767.46;Nordeste
Rio Grande do Norte;201205;14616622.36;Nordeste
Paraíba;201205;15594376.19;Nordeste
Pernambuco;201205;45870310.23;Nordeste
Alagoas;201205;13074948.36;Nordeste
Sergipe;201205;6895848.45;Nordeste
Bahia;201205;58956342.68;Nordeste
Minas Gerais;201205;121916151.51;Sudeste
Espírito Santo;201205;17628111.36;Sudeste
Rio de Janeiro;201205;59308548.57;Sudeste
São Paulo;201205;253235916.28;Sudeste
Paraná;201205;83336990.84;Sul
Santa Catarina;201205;43805455.91;Sul
Rio Grande do Sul;201205;72179899.88;Sul
Mato Grosso do Sul;201205;12443933.58;Centro-Oeste
Mato Grosso;201205;12437326.25;Centro-Oeste
Goiás;201205;28508546.81;Centro-Oeste
Distrito Federal;201205;15623435.15;Centro-Oeste
Rondônia;201206;5226741.11;Norte
Acre;201206;2972526.32;Norte
Amazonas;201206;10614256.72;Norte
Roraima;201206;1881388.84;Norte
Pará;201206;26377422.89;Norte
Amapá;201206;1940127.06;Norte
Tocantins;201206;7879916.82;Norte
Maranhão;201206;22450749.87;Nordeste
Piauí;201206;12594498.58;Nordeste
Ceará;201206;37193350.35;Nordeste
Rio Grande do Norte;201206;13433671.61;Nordeste
Paraíba;201206;14427177.03;Nordeste
Pernambuco;201206;47260740.98;Nordeste
Alagoas;201206;13362934.23;Nordeste
Sergipe;201206;7618788.42;Nordeste
Bahia;201206;57286133.46;Nordeste
Minas Gerais;201206;118620976.9;Sudeste
Espírito Santo;201206;18107658.11;Sudeste
Rio de Janeiro;201206;60946256.26;Sudeste
São Paulo;201206;241125908.14;Sudeste
Paraná;201206;80649521.02;Sul
Santa Catarina;201206;44046279.27;Sul
Rio Grande do Sul;201206;76773475.06;Sul
Mato Grosso do Sul;201206;13265423.5;Centro-Oeste
Mato Grosso;201206;13819568.73;Centro-Oeste
Goiás;201206;27394379.04;Centro-Oeste
Distrito Federal;201206;15203425.01;Centro-Oeste
Rondônia;201207;4756327.23;Norte
Acre;201207;2642561.57;Norte
Amazonas;201207;11280206.14;Norte
Roraima;201207;1700584.76;Norte
Pará;201207;26363477.67;Norte
Amapá;201207;2065225.89;Norte
Tocantins;201207;7270326.59;Norte
Maranhão;201207;23435622.79;Nordeste
Piauí;201207;13128752.9;Nordeste
Ceará;201207;35902921.65;Nordeste
Rio Grande do Norte;201207;15759566.22;Nordeste
Paraíba;201207;15484361.07;Nordeste
Pernambuco;201207;45917428.6;Nordeste
Alagoas;201207;13065460.57;Nordeste
Sergipe;201207;7232613.44;Nordeste
Bahia;201207;57579666.12;Nordeste
Minas Gerais;201207;121071900.91;Sudeste
Espírito Santo;201207;19023115.07;Sudeste
Rio de Janeiro;201207;62570275.17;Sudeste
São Paulo;201207;250433088.4;Sudeste
Paraná;201207;81927587.9;Sul
Santa Catarina;201207;44667604.83;Sul
Rio Grande do Sul;201207;77774241.78;Sul
Mato Grosso do Sul;201207;13279583.97;Centro-Oeste
Mato Grosso;201207;12861426.87;Centro-Oeste
Goiás;201207;27650146.73;Centro-Oeste
Distrito Federal;201207;16732021.78;Centro-Oeste
Rondônia;201208;4112530.56;Norte
Acre;201208;3092964.63;Norte
Amazonas;201208;10115473.76;Norte
Roraima;201208;1900737.72;Norte
Pará;201208;20608795.0;Norte
Amapá;201208;1997713.0;Norte
Tocantins;201208;7568211.84;Norte
Maranhão;201208;21805434.82;Nordeste
Piauí;201208;13213409.87;Nordeste
Ceará;201208;36804484.15;Nordeste
Rio Grande do Norte;201208;15565943.97;Nordeste
Paraíba;201208;15786852.82;Nordeste
Pernambuco;201208;46329282.68;Nordeste
Alagoas;201208;12660246.7;Nordeste
Sergipe;201208;7433346.82;Nordeste
Bahia;201208;58850187.01;Nordeste
Minas Gerais;201208;122660876.69;Sudeste
Espírito Santo;201208;18953444.62;Sudeste
Rio de Janeiro;201208;62562491.19;Sudeste
São Paulo;201208;259627680.85;Sudeste
Paraná;201208;84130063.75;Sul
Santa Catarina;201208;47341536.84;Sul
Rio Grande do Sul;201208;76499514.26;Sul
Mato Grosso do Sul;201208;13662778.57;Centro-Oeste
Mato Grosso;201208;13387145.16;Centro-Oeste
Goiás;201208;27972257.24;Centro-Oeste
Distrito Federal;201208;15301810.45;Centro-Oeste
Rondônia;201209;4023514.11;Norte
Acre;201209;2305053.9;Norte
Amazonas;201209;10606064.15;Norte
Roraima;201209;1675603.38;Norte
Pará;201209;26719283.05;Norte
Amapá;201209;2029073.53;Norte
Tocantins;201209;7011488.83;Norte
Maranhão;201209;21798310.07;Nordeste
Piauí;201209;13149787.65;Nordeste
Ceará;201209;36291974.12;Nordeste
Rio Grande do Norte;201209;14078641.23;Nordeste
Paraíba;201209;16207805.08;Nordeste
Pernambuco;201209;45912255.55;Nordeste
Alagoas;201209;12608997.56;Nordeste
Sergipe;201209;6740007.46;Nordeste
Bahia;201209;55721890.1;Nordeste
Minas Gerais;201209;119912767.26;Sudeste
Espírito Santo;201209;19670500.59;Sudeste
Rio de Janeiro;201209;57819515.13;Sudeste
São Paulo;201209;246700090.17;Sudeste
Paraná;201209;78536950.5;Sul
Santa Catarina;201209;43359745.8;Sul
Rio Grande do Sul;201209;69764912.17;Sul
Mato Grosso do Sul;201209;14377772.86;Centro-Oeste
Mato Grosso;201209;13107046.91;Centro-Oeste
Goiás;201209;27593380.91;Centro-Oeste
Distrito Federal;201209;13732745.93;Centro-Oeste
Rondônia;201210;3866138.34;Norte
Acre;201210;3023732.28;Norte
Amazonas;201210;10488989.62;Norte
Roraima;201210;1459814.93;Norte
Pará;201210;26927163.2;Norte
Amapá;201210;2003492.09;Norte
Tocantins;201210;6801718.91;Norte
Maranhão;201210;21141382.25;Nordeste
Piauí;201210;12613748.1;Nordeste
Ceará;201210;34919726.64;Nordeste
Rio Grande do Norte;201210;14275735.7;Nordeste
Paraíba;201210;14966724.85;Nordeste
Pernambuco;201210;45950600.84;Nordeste
Alagoas;201210;12663868.38;Nordeste
Sergipe;201210;6905144.37;Nordeste
Bahia;201210;59174699.98;Nordeste
Minas Gerais;201210;121329100.35;Sudeste
Espírito Santo;201210;18950349.09;Sudeste
Rio de Janeiro;201210;60680111.32;Sudeste
São Paulo;201210;250015664.22;Sudeste
Paraná;201210;83285621.69;Sul
Santa Catarina;201210;45156146.64;Sul
Rio Grande do Sul;201210;64839999.61;Sul
Mato Grosso do Sul;201210;12470857.74;Centro-Oeste
Mato Grosso;201210;12085215.68;Centro-Oeste
Goiás;201210;28225393.95;Centro-Oeste
Distrito Federal;201210;14641131.3;Centro-Oeste
Rondônia;201211;3543519.05;Norte
Acre;201211;3077000.68;Norte
Amazonas;201211;10042561.52;Norte
Roraima;201211;1606433.71;Norte
Pará;201211;26243631.89;Norte
Amapá;201211;2086524.25;Norte
Tocantins;201211;6216482.98;Norte
Maranhão;201211;21023222.79;Nordeste
Piauí;201211;12916332.76;Nordeste
Ceará;201211;34136530.45;Nordeste
Rio Grande do Norte;201211;14363579.27;Nordeste
Paraíba;201211;15587687.25;Nordeste
Pernambuco;201211;48136622.77;Nordeste
Alagoas;201211;11078766.28;Nordeste
Sergipe;201211;6544005.7;Nordeste
Bahia;201211;54834519.31;Nordeste
Minas Gerais;201211;113629259.71;Sudeste
Espírito Santo;201211;18894552.12;Sudeste
Rio de Janeiro;201211;55508626.73;Sudeste
São Paulo;201211;243228929.76;Sudeste
Paraná;201211;81594702.93;Sul
Santa Catarina;201211;41573779.33;Sul
Rio Grande do Sul;201211;75459338.65;Sul
Mato Grosso do Sul;201211;13313610.74;Centro-Oeste
Mato Grosso;201211;12762583.75;Centro-Oeste
Goiás;201211;30257205.98;Centro-Oeste
Distrito Federal;201211;14302872.91;Centro-Oeste
Rondônia;201212;3201183.18;Norte
Acre;201212;2652599.99;Norte
Amazonas;201212;8864038.68;Norte
Roraima;201212;1566723.97;Norte
Pará;201212;27313748.48;Norte
Amapá;201212;1984701.05;Norte
Tocantins;201212;6435055.37;Norte
Maranhão;201212;19537791.98;Nordeste
Piauí;201212;10359313.84;Nordeste
Ceará;201212;33435320.11;Nordeste
Rio Grande do Norte;201212;13095433.44;Nordeste
Paraíba;201212;14506296.46;Nordeste
Pernambuco;201212;45182474.26;Nordeste
Alagoas;201212;12624097.09;Nordeste
Sergipe;201212;5908122.76;Nordeste
Bahia;201212;50805585.16;Nordeste
Minas Gerais;201212;114180460.13;Sudeste
Espírito Santo;201212;18281712.15;Sudeste
Rio de Janeiro;201212;52938007.54;Sudeste
São Paulo;201212;227461193.24;Sudeste
Paraná;201212;76270832.45;Sul
Santa Catarina;201212;39219651.32;Sul
Rio Grande do Sul;201212;63899563.55;Sul
Mato Grosso do Sul;201212;13277404.7;Centro-Oeste
Mato Grosso;201212;12387721.52;Centro-Oeste
Goiás;201212;28219065.48;Centro-Oeste
Distrito Federal;201212;13158172.4;Centro-Oeste
Rondônia;201301;4072043.77;Norte
Acre;201301;2629926.82;Norte
Amazonas;201301;10739446.51;Norte
Roraima;201301;1560766.91;Norte
Pará;201301;25716468.35;Norte
Amapá;201301;1873324.52;Norte
Tocantins;201301;6437964.96;Norte
Maranhão;201301;21450719.2;Nordeste
Piauí;201301;13902810.56;Nordeste
Ceará;201301;34359519.16;Nordeste
Rio Grande do Norte;201301;12885176.99;Nordeste
Paraíba;201301;15680898.4;Nordeste
Pernambuco;201301;45918510.2;Nordeste
Alagoas;201301;11618652.16;Nordeste
Sergipe;201301;6301344.38;Nordeste
Bahia;201301;50918730.11;Nordeste
Minas Gerais;201301;119841497.71;Sudeste
Espírito Santo;201301;19224431.53;Sudeste
Rio de Janeiro;201301;54498497.26;Sudeste
São Paulo;201301;247848715.73;Sudeste
Paraná;201301;79500038.93;Sul
Santa Catarina;201301;42289935.8;Sul
Rio Grande do Sul;201301;74162758.17;Sul
Mato Grosso do Sul;201301;12946929.06;Centro-Oeste
Mato Grosso;201301;12315260.04;Centro-Oeste
Goiás;201301;28347476.37;Centro-Oeste
Distrito Federal;201301;13730031.45;Centro-Oeste
Rondônia;201302;4534984.7;Norte
Acre;201302;3042756.88;Norte
Amazonas;201302;9684212.55;Norte
Roraima;201302;1572959.06;Norte
Pará;201302;27230611.92;Norte
Amapá;201302;1699031.94;Norte
Tocantins;201302;7918351.2;Norte
Maranhão;201302;21364133.12;Nordeste
Piauí;201302;12273154.58;Nordeste
Ceará;201302;35133251.78;Nordeste
Rio Grande do Norte;201302;12865116.04;Nordeste
Paraíba;201302;14385685.07;Nordeste
Pernambuco;201302;46286498.91;Nordeste
Alagoas;201302;12563171.21;Nordeste
Sergipe;201302;7080123.24;Nordeste
Bahia;201302;48031764.26;Nordeste
Minas Gerais;201302;112610685.52;Sudeste
Espírito Santo;201302;19035509.92;Sudeste
Rio de Janeiro;201302;54241542.9;Sudeste
São Paulo;201302;241953732.9;Sudeste
Paraná;201302;75028184.23;Sul
Santa Catarina;201302;40639211.68;Sul
Rio Grande do Sul;201302;71198611.75;Sul
Mato Grosso do Sul;201302;13608114.3;Centro-Oeste
Mato Grosso;201302;12145406.21;Centro-Oeste
Goiás;201302;28863363.94;Centro-Oeste
Distrito Federal;201302;16998661.27;Centro-Oeste
Rondônia;201303;5229512.34;Norte
Acre;201303;2938961.84;Norte
Amazonas;201303;10130504.54;Norte
Roraima;201303;1872493.39;Norte
Pará;201303;27800745.33;Norte
Amapá;201303;1772098.19;Norte
Tocantins;201303;7745929.88;Norte
Maranhão;201303;22461901.45;Nordeste
Piauí;201303;13518766.19;Nordeste
Ceará;201303;37546233.35;Nordeste
Rio Grande do Norte;201303;14439496.3;Nordeste
Paraíba;201303;16321921.55;Nordeste
Pernambuco;201303;49976492.24;Nordeste
Alagoas;201303;13387565.87;Nordeste
Sergipe;201303;8271668.02;Nordeste
Bahia;201303;54689483.04;Nordeste
Minas Gerais;201303;121483683.65;Sudeste
Espírito Santo;201303;20294734.35;Sudeste
Rio de Janeiro;201303;58103343.77;Sudeste
São Paulo;201303;247865862.02;Sudeste
Paraná;201303;80703730.0;Sul
Santa Catarina;201303;43594853.16;Sul
Rio Grande do Sul;201303;82497795.06;Sul
Mato Grosso do Sul;201303;13164501.21;Centro-Oeste
Mato Grosso;201303;13140456.3;Centro-Oeste
Goiás;201303;29219827.84;Centro-Oeste
Distrito Federal;201303;16775306.73;Centro-Oeste
Rondônia;201304;5660083.57;Norte
Acre;201304;3078191.21;Norte
Amazonas;201304;11391815.28;Norte
Roraima;201304;1849434.84;Norte
Pará;201304;28157962.06;Norte
Amapá;201304;2052260.55;Norte
Tocantins;201304;7603624.9;Norte
Maranhão;201304;23228749.74;Nordeste
Piauí;201304;14171819.16;Nordeste
Ceará;201304;41295702.27;Nordeste
Rio Grande do Norte;201304;16240102.74;Nordeste
Paraíba;201304;16872009.72;Nordeste
Pernambuco;201304;51868968.3;Nordeste
Alagoas;201304;14244351.49;Nordeste
Sergipe;201304;8462593.98;Nordeste
Bahia;201304;60346839.48;Nordeste
Minas Gerais;201304;124223697.86;Sudeste
Espírito Santo;201304;19595507.02;Sudeste
Rio de Janeiro;201304;58179861.28;Sudeste
São Paulo;201304;266015472.79;Sudeste
Paraná;201304;87106955.67;Sul
Santa Catarina;201304;48625178.22;Sul
Rio Grande do Sul;201304;83507655.35;Sul
Mato Grosso do Sul;201304;12609170.8;Centro-Oeste
Mato Grosso;201304;12884862.96;Centro-Oeste
Goiás;201304;33852630.83;Centro-Oeste
Distrito Federal;201304;15671887.83;Centro-Oeste
Rondônia;201305;5681210.93;Norte
Acre;201305;2690955.41;Norte
Amazonas;201305;10568514.3;Norte
Roraima;201305;1906244.7;Norte
Pará;201305;28931084.84;Norte
Amapá;201305;2105954.3;Norte
Tocantins;201305;7985256.31;Norte
Maranhão;201305;25240524.07;Nordeste
Piauí;201305;14837895.8;Nordeste
Ceará;201305;40939009.64;Nordeste
Rio Grande do Norte;201305;16312407.86;Nordeste
Paraíba;201305;17300529.52;Nordeste
Pernambuco;201305;55177829.24;Nordeste
Alagoas;201305;14640837.09;Nordeste
Sergipe;201305;7741746.7;Nordeste
Bahia;201305;62215989.21;Nordeste
Minas Gerais;201305;127149290.72;Sudeste
Espírito Santo;201305;20265267.4;Sudeste
Rio de Janeiro;201305;62951717.89;Sudeste
São Paulo;201305;270783169.81;Sudeste
Paraná;201305;87399406.72;Sul
Santa Catarina;201305;48118188.7;Sul
Rio Grande do Sul;201305;86819702.56;Sul
Mato Grosso do Sul;201305;14260317.31;Centro-Oeste
Mato Grosso;201305;12872983.73;Centro-Oeste
Goiás;201305;33590436.0;Centro-Oeste
Distrito Federal;201305;17115118.36;Centro-Oeste
Rondônia;201306;5076918.42;Norte
Acre;201306;2484380.9;Norte
Amazonas;201306;11145486.18;Norte
Roraima;201306;2046527.4;Norte
Pará;201306;30073494.18;Norte
Amapá;201306;2312795.29;Norte
Tocantins;201306;8309699.73;Norte
Maranhão;201306;24358828.55;Nordeste
Piauí;201306;14391407.33;Nordeste
Ceará;201306;37839667.55;Nordeste
Rio Grande do Norte;201306;17005336.63;Nordeste
Paraíba;201306;16599314.18;Nordeste
Pernambuco;201306;54078037.35;Nordeste
Alagoas;201306;13627929.53;Nordeste
Sergipe;201306;6154093.13;Nordeste
Bahia;201306;59468051.13;Nordeste
Minas Gerais;201306;126778002.58;Sudeste
Espírito Santo;201306;19658552.7;Sudeste
Rio de Janeiro;201306;59378002.02;Sudeste
São Paulo;201306;259417406.52;Sudeste
Paraná;201306;86697435.96;Sul
Santa Catarina;201306;47911889.44;Sul
Rio Grande do Sul;201306;76192049.15;Sul
Mato Grosso do Sul;201306;14093759.27;Centro-Oeste
Mato Grosso;201306;14087582.76;Centro-Oeste
Goiás;201306;31125044.03;Centro-Oeste
Distrito Federal;201306;14702150.22;Centro-Oeste
Rondônia;201307;5623854.81;Norte
Acre;201307;2695489.86;Norte
Amazonas;201307;10698375.56;Norte
Roraima;201307;2230115.06;Norte
Pará;201307;29200573.47;Norte
Amapá;201307;2167442.71;Norte
Tocantins;201307;6975424.96;Norte
Maranhão;201307;24958955.03;Nordeste
Piauí;201307;15475406.15;Nordeste
Ceará;201307;42270617.66;Nordeste
Rio Grande do Norte;201307;15550082.29;Nordeste
Paraíba;201307;16726432.62;Nordeste
Pernambuco;201307;55057140.1;Nordeste
Alagoas;201307;15834288.76;Nordeste
Sergipe;201307;8083772.83;Nordeste
Bahia;201307;65904256.49;Nordeste
Minas Gerais;201307;133371287.56;Sudeste
Espírito Santo;201307;20401161.29;Sudeste
Rio de Janeiro;201307;64397115.39;Sudeste
São Paulo;201307;268765294.72;Sudeste
Paraná;201307;87769698.09;Sul
Santa Catarina;201307;50571448.43;Sul
Rio Grande do Sul;201307;86985566.29;Sul
Mato Grosso do Sul;201307;15857368.44;Centro-Oeste
Mato Grosso;201307;12649797.8;Centro-Oeste
Goiás;201307;32961849.49;Centro-Oeste
Distrito Federal;201307;16691669.0;Centro-Oeste
Rondônia;201308;5928359.34;Norte
Acre;201308;2858632.12;Norte
Amazonas;201308;11873036.73;Norte
Roraima;201308;1987863.23;Norte
Pará;201308;27861583.35;Norte
Amapá;201308;2087176.35;Norte
Tocantins;201308;7450740.84;Norte
Maranhão;201308;24967531.41;Nordeste
Piauí;201308;14563444.64;Nordeste
Ceará;201308;40582966.62;Nordeste
Rio Grande do Norte;201308;16128609.19;Nordeste
Paraíba;201308;16484782.86;Nordeste
Pernambuco;201308;56986957.3;Nordeste
Alagoas;201308;14375114.59;Nordeste
Sergipe;201308;7267573.2;Nordeste
Bahia;201308;64805007.17;Nordeste
Minas Gerais;201308;131609929.58;Sudeste
Espírito Santo;201308;19998670.93;Sudeste
Rio de Janeiro;201308;63688998.65;Sudeste
São Paulo;201308;279842025.94;Sudeste
Paraná;201308;88057167.22;Sul
Santa Catarina;201308;48955584.63;Sul
Rio Grande do Sul;201308;87188268.32;Sul
Mato Grosso do Sul;201308;14902081.06;Centro-Oeste
Mato Grosso;201308;14132727.09;Centro-Oeste
Goiás;201308;32744899.52;Centro-Oeste
Distrito Federal;201308;17236499.61;Centro-Oeste
Rondônia;201309;6019754.08;Norte
Acre;201309;2747845.31;Norte
Amazonas;201309;11047897.23;Norte
Roraima;201309;1692032.87;Norte
Pará;201309;28490038.6;Norte
Amapá;201309;2017311.99;Norte
Tocantins;201309;7079191.03;Norte
Maranhão;201309;25163721.77;Nordeste
Piauí;201309;13313035.17;Nordeste
Ceará;201309;43854435.74;Nordeste
Rio Grande do Norte;201309;16663333.82;Nordeste
Paraíba;201309;17135693.88;Nordeste
Pernambuco;201309;57164851.07;Nordeste
Alagoas;201309;14858651.8;Nordeste
Sergipe;201309;6949523.59;Nordeste
Bahia;201309;62744830.56;Nordeste
Minas Gerais;201309;128782017.6;Sudeste
Espírito Santo;201309;20451848.8;Sudeste
Rio de Janeiro;201309;62549624.21;Sudeste
São Paulo;201309;272324278.88;Sudeste
Paraná;201309;90365634.46;Sul
Santa Catarina;201309;50829444.52;Sul
Rio Grande do Sul;201309;79988575.09;Sul
Mato Grosso do Sul;201309;14293864.54;Centro-Oeste
Mato Grosso;201309;13040443.4;Centro-Oeste
Goiás;201309;32463384.15;Centro-Oeste
Distrito Federal;201309;15107266.26;Centro-Oeste
Rondônia;201310;6050368.46;Norte
Acre;201310;2787096.33;Norte
Amazonas;201310;11291971.45;Norte
Roraima;201310;1749131.23;Norte
Pará;201310;28389416.65;Norte
Amapá;201310;1966476.53;Norte
Tocantins;201310;7954081.13;Norte
Maranhão;201310;25079061.93;Nordeste
Piauí;201310;13699020.82;Nordeste
Ceará;201310;43085302.61;Nordeste
Rio Grande do Norte;201310;16560472.11;Nordeste
Paraíba;201310;16816763.07;Nordeste
Pernambuco;201310;59698786.84;Nordeste
Alagoas;201310;16091499.26;Nordeste
Sergipe;201310;6678771.08;Nordeste
Bahia;201310;65845122.34;Nordeste
Minas Gerais;201310;135027742.21;Sudeste
Espírito Santo;201310;20131302.49;Sudeste
Rio de Janeiro;201310;61105229.32;Sudeste
São Paulo;201310;278881855.29;Sudeste
Paraná;201310;88122492.89;Sul
Santa Catarina;201310;51491068.29;Sul
Rio Grande do Sul;201310;82136136.71;Sul
Mato Grosso do Sul;201310;15002648.55;Centro-Oeste
Mato Grosso;201310;12555232.29;Centro-Oeste
Goiás;201310;31059400.38;Centro-Oeste
Distrito Federal;201310;14854365.16;Centro-Oeste
Rondônia;201311;6422821.25;Norte
Acre;201311;2833968.0;Norte
Amazonas;201311;10409535.59;Norte
Roraima;201311;1623751.92;Norte
Pará;201311;28630467.92;Norte
Amapá;201311;2067127.94;Norte
Tocantins;201311;6804464.16;Norte
Maranhão;201311;24644011.47;Nordeste
Piauí;201311;13475082.18;Nordeste
Ceará;201311;41208497.92;Nordeste
Rio Grande do Norte;201311;15772283.74;Nordeste
Paraíba;201311;15698764.75;Nordeste
Pernambuco;201311;53073903.75;Nordeste
Alagoas;201311;13908428.3;Nordeste
Sergipe;201311;6586368.06;Nordeste
Bahia;201311;59141216.79;Nordeste
Minas Gerais;201311;130065097.45;Sudeste
Espírito Santo;201311;20389116.78;Sudeste
Rio de Janeiro;201311;60723561.83;Sudeste
São Paulo;201311;256752830.37;Sudeste
Paraná;201311;87591159.75;Sul
Santa Catarina;201311;51684328.02;Sul
Rio Grande do Sul;201311;79836366.3;Sul
Mato Grosso do Sul;201311;13966637.66;Centro-Oeste
Mato Grosso;201311;13696927.61;Centro-Oeste
Goiás;201311;33423742.17;Centro-Oeste
Distrito Federal;201311;14958687.9;Centro-Oeste
Rondônia;201312;6172605.14;Norte
Acre;201312;2817689.19;Norte
Amazonas;201312;10075788.88;Norte
Roraima;201312;1449573.4;Norte
Pará;201312;30205302.72;Norte
Amapá;201312;1980437.55;Norte
Tocantins;201312;6860885.77;Norte
Maranhão;201312;24811898.9;Nordeste
Piauí;201312;12203866.56;Nordeste
Ceará;201312;39790795.23;Nordeste
Rio Grande do Norte;201312;14467193.79;Nordeste
Paraíba;201312;16166997.73;Nordeste
Pernambuco;201312;59825272.68;Nordeste
Alagoas;201312;14841404.05;Nordeste
Sergipe;201312;6439479.68;Nordeste
Bahia;201312;58290022.86;Nordeste
Minas Gerais;201312;127030340.34;Sudeste
Espírito Santo;201312;19058737.26;Sudeste
Rio de Janeiro;201312;58602336.51;Sudeste
São Paulo;201312;246881134.19;Sudeste
Paraná;201312;82588891.73;Sul
Santa Catarina;201312;48372507.22;Sul
Rio Grande do Sul;201312;80089789.32;Sul
Mato Grosso do Sul;201312;13671203.55;Centro-Oeste
Mato Grosso;201312;13233705.01;Centro-Oeste
Goiás;201312;31214051.41;Centro-Oeste
Distrito Federal;201312;13017400.37;Centro-Oeste
Rondônia;201401;5773335.5;Norte
Acre;201401;3401042.72;Norte
Amazonas;201401;10854399.27;Norte
Roraima;201401;1799254.33;Norte
Pará;201401;26976831.19;Norte
Amapá;201401;1930990.93;Norte
Tocantins;201401;7450518.49;Norte
Maranhão;201401;25074797.96;Nordeste
Piauí;201401;13925397.46;Nordeste
Ceará;201401;43974395.97;Nordeste
Rio Grande do Norte;201401;13929217.24;Nordeste
Paraíba;201401;16154064.4;Nordeste
Pernambuco;201401;53574898.27;Nordeste
Alagoas;201401;13609870.68;Nordeste
Sergipe;201401;6477148.65;Nordeste
Bahia;201401;63767811.64;Nordeste
Minas Gerais;201401;136493783.76;Sudeste
Espírito Santo;201401;19749178.48;Sudeste
Rio de Janeiro;201401;58579495.92;Sudeste
São Paulo;201401;265709306.06;Sudeste
Paraná;201401;83584617.32;Sul
Santa Catarina;201401;47993678.86;Sul
Rio Grande do Sul;201401;78857234.6;Sul
Mato Grosso do Sul;201401;14178988.87;Centro-Oeste
Mato Grosso;201401;12201791.59;Centro-Oeste
Goiás;201401;31924189.81;Centro-Oeste
Distrito Federal;201401;15090216.44;Centro-Oeste
Rondônia;201402;6229461.54;Norte
Acre;201402;2727314.78;Norte
Amazonas;201402;8530242.21;Norte
Roraima;201402;1673138.65;Norte
Pará;201402;27636018.25;Norte
Amapá;201402;1873469.06;Norte
Tocantins;201402;7543839.51;Norte
Maranhão;201402;23578706.77;Nordeste
Piauí;201402;12972098.71;Nordeste
Ceará;201402;40184793.47;Nordeste
Rio Grande do Norte;201402;15175887.55;Nordeste
Paraíba;201402;15621266.78;Nordeste
Pernambuco;201402;54289579.09;Nordeste
Alagoas;201402;12422025.11;Nordeste
Sergipe;201402;6945872.51;Nordeste
