uf;anomes;valor;regiao
São Paulo;201511;261805996.29;Sudeste
Paraná;201511;96160859.0;Sul
Santa Catarina;201511;53674531.44;Sul
Rio Grande do Sul;201511;92841633.81;Sul
Mato Grosso do Sul;201511;14596998.67;Centro-Oeste
Mato Grosso;201511;14619045.99;Centro-Oeste
Goiás;201511;37247032.35;Centro-Oeste
Distrito Federal;201511;15291317.52;Centro-Oeste
Rondônia;201512;6561221.77;Norte
Acre;201512;3001387.94;Norte
Amazonas;201512;11336880.23;Norte
Roraima;201512;1879063.44;Norte
Pará;201512;27695852.89;Norte
Amapá;201512;1813281.56;Norte
Tocantins;201512;5569115.04;Norte
Maranhão;201512;25527661.43;Nordeste
Piauí;201512;14733472.07;Nordeste
Ceará;201512;42069845.68;Nordeste
Rio Grande do Norte;201512;15732212.02;Nordeste
Paraíba;201512;14090969.82;Nordeste
Pernambuco;201512;55997430.18;Nordeste
Alagoas;201512;14354103.69;Nordeste
Sergipe;201512;7141336.77;Nordeste
Bahia;201512;61697271.1;Nordeste
Minas Gerais;201512;135735883.04;Sudeste
Espírito Santo;201512;21437787.54;Sudeste
Rio de Janeiro;201512;65073606.21;Sudeste
São Paulo;201512;268851109.12;Sudeste
Paraná;201512;96048736.4;Sul
Santa Catarina;201512;54165006.62;Sul
Rio Grande do Sul;201512;83952187.7;Sul
Mato Grosso do Sul;201512;14838491.41;Centro-Oeste
Mato Grosso;201512;14220952.14;Centro-Oeste
Goiás;201512;33761371.02;Centro-Oeste
Distrito Federal;201512;14725799.59;Centro-Oeste
Rondônia;201601;7735224.22;Norte
Acre;201601;3049208.63;Norte
Amazonas;201601;10920318.02;Norte
Roraima;201601;1768010.64;Norte
Pará;201601;27606572.27;Norte
Amapá;201601;1714795.55;Norte
Tocantins;201601;5452646.99;Norte
Maranhão;201601;26264050.26;Nordeste
Piauí;201601;15571565.11;Nordeste
Ceará;201601;42137536.29;Nordeste
Rio Grande do Norte;201601;17598037.43;Nordeste
Paraíba;201601;13322414.1;Nordeste
Pernambuco;201601;58824239.37;Nordeste
Alagoas;201601;14327679.14;Nordeste
Sergipe;201601;7920697.54;Nordeste
Bahia;201601;64491582.81;Nordeste
Minas Gerais;201601;133990193.49;Sudeste
Espírito Santo;201601;23779563.66;Sudeste
Rio de Janeiro;201601;65228967.96;Sudeste
São Paulo;201601;257988814.37;Sudeste
Paraná;201601;93783253.43;Sul
Santa Catarina;201601;51122044.59;Sul
Rio Grande do Sul;201601;80130314.8;Sul
Mato Grosso do Sul;201601;16245064.73;Centro-Oeste
Mato Grosso;201601;14767201.36;Centro-Oeste
Goiás;201601;32681231.32;Centro-Oeste
Distrito Federal;201601;14615505.46;Centro-Oeste
Rondônia;201602;7995955.06;Norte
Acre;201602;3351792.42;Norte
Amazonas;201602;11918470.84;Norte
Roraima;201602;1761873.12;Norte
Pará;201602;29569770.87;Norte
Amapá;201602;1569543.74;Norte
Tocantins;201602;7002099.24;Norte
Maranhão;201602;24711983.48;Nordeste
Piauí;201602;14363504.72;Nordeste
Ceará;201602;42612272.89;Nordeste
Rio Grande do Norte;201602;15944153.28;Nordeste
Paraíba;201602;17075239.87;Nordeste
Pernambuco;201602;57383866.85;Nordeste
Alagoas;201602;14293807.39;Nordeste
Sergipe;201602;7364587.54;Nordeste
Bahia;201602;61030296.44;Nordeste
Minas Gerais;201602;129427381.01;Sudeste
Espírito Santo;201602;22790048.27;Sudeste
Rio de Janeiro;201602;63377219.74;Sudeste
São Paulo;201602;261132865.95;Sudeste
Paraná;201602;93084827.52;Sul
Santa Catarina;201602;51193907.71;Sul
Rio Grande do Sul;201602;84811068.12;Sul
Mato Grosso do Sul;201602;15790962.76;Centro-Oeste
Mato Grosso;201602;13712298.88;Centro-Oeste
Goiás;201602;33686063.72;Centro-Oeste
Distrito Federal;201602;13618348.62;Centro-Oeste
Rondônia;201603;7189165.44;Norte
Acre;201603;3118339.3;Norte
Amazonas;201603;13023926.19;Norte
Roraima;201603;1975897.2;Norte
Pará;201603;28560310.47;Norte
Amapá;201603;1668555.78;Norte
Tocantins;201603;7526781.9;Norte
Maranhão;201603;25658079.48;Nordeste
Piauí;201603;15880991.44;Nordeste
Ceará;201603;41705286.12;Nordeste
Rio Grande do Norte;201603;18561852.94;Nordeste
Paraíba;201603;16340636.71;Nordeste
Pernambuco;201603;60654457.3;Nordeste
Alagoas;201603;14554654.23;Nordeste
Sergipe;201603;8458296.32;Nordeste
Bahia;201603;67596522.73;Nordeste
Minas Gerais;201603;141285627.04;Sudeste
Espírito Santo;201603;23715873.33;Sudeste
Rio de Janeiro;201603;68530109.14;Sudeste
São Paulo;201603;276567893.05;Sudeste
Paraná;201603;100050041.15;Sul
Santa Catarina;201603;53003389.12;Sul
Rio Grande do Sul;201603;86491623.15;Sul
Mato Grosso do Sul;201603;16038560.1;Centro-Oeste
Mato Grosso;201603;15442590.16;Centro-Oeste
Goiás;201603;36509450.01;Centro-Oeste
Distrito Federal;201603;17170356.14;Centro-Oeste
Rondônia;201604;7956812.12;Norte
Acre;201604;3378121.43;Norte
Amazonas;201604;12155273.1;Norte
Roraima;201604;2631309.15;Norte
Pará;201604;30014919.19;Norte
Amapá;201604;1753839.47;Norte
Tocantins;201604;6714887.59;Norte
Maranhão;201604;26215740.88;Nordeste
Piauí;201604;15892745.74;Nordeste
Ceará;201604;44750003.28;Nordeste
Rio Grande do Norte;201604;18551249.81;Nordeste
Paraíba;201604;16301872.15;Nordeste
Pernambuco;201604;59813025.14;Nordeste
Alagoas;201604;13999759.98;Nordeste
Sergipe;201604;9075164.55;Nordeste
Bahia;201604;68946797.31;Nordeste
Minas Gerais;201604;135370676.14;Sudeste
Espírito Santo;201604;24827565.42;Sudeste
Rio de Janeiro;201604;65491071.88;Sudeste
São Paulo;201604;273412228.88;Sudeste
Paraná;201604;98382855.34;Sul
Santa Catarina;201604;55051999.99;Sul
Rio Grande do Sul;201604;84052305.72;Sul
Mato Grosso do Sul;201604;15782658.52;Centro-Oeste
Mato Grosso;201604;15108919.3;Centro-Oeste
Goiás;201604;34722699.39;Centro-Oeste
Distrito Federal;201604;17429303.96;Centro-Oeste
Rondônia;201605;7551313.49;Norte
Acre;201605;3168503.68;Norte
Amazonas;201605;13519252.14;Norte
Roraima;201605;2405520.72;Norte
Pará;201605;29516894.49;Norte
Amapá;201605;1897437.54;Norte
Tocantins;201605;6775391.7;Norte
Maranhão;201605;26625097.16;Nordeste
Piauí;201605;15943858.05;Nordeste
Ceará;201605;45625574.8;Nordeste
Rio Grande do Norte;201605;19174194.34;Nordeste
Paraíba;201605;16774465.25;Nordeste
Pernambuco;201605;62706675.5;Nordeste
Alagoas;201605;14724606.19;Nordeste
Sergipe;201605;9427424.7;Nordeste
Bahia;201605;69703669.34;Nordeste
Minas Gerais;201605;139139544.95;Sudeste
Espírito Santo;201605;24109597.33;Sudeste
Rio de Janeiro;201605;64788535.97;Sudeste
São Paulo;201605;276006348.57;Sudeste
Paraná;201605;104543901.52;Sul
Santa Catarina;201605;58462423.06;Sul
Rio Grande do Sul;201605;87840141.72;Sul
Mato Grosso do Sul;201605;15833939.83;Centro-Oeste
Mato Grosso;201605;15651536.52;Centro-Oeste
Goiás;201605;33438193.46;Centro-Oeste
Distrito Federal;201605;18419489.0;Centro-Oeste
Rondônia;201606;7930610.83;Norte
Acre;201606;3916151.76;Norte
Amazonas;201606;13076793.34;Norte
Roraima;201606;2487164.76;Norte
Pará;201606;30774513.14;Norte
Amapá;201606;2003945.53;Norte
Tocantins;201606;6237057.69;Norte
Maranhão;201606;26868870.97;Nordeste
Piauí;201606;16258706.62;Nordeste
Ceará;201606;47254860.59;Nordeste
Rio Grande do Norte;201606;19665455.57;Nordeste
Paraíba;201606;16795120.27;Nordeste
Pernambuco;201606;62318151.51;Nordeste
Alagoas;201606;15443908.31;Nordeste
Sergipe;201606;8294758.44;Nordeste
Bahia;201606;67427693.07;Nordeste
Minas Gerais;201606;145843989.35;Sudeste
Espírito Santo;201606;25658817.37;Sudeste
Rio de Janeiro;201606;64647322.21;Sudeste
São Paulo;201606;288616077.72;Sudeste
Paraná;201606;103377082.72;Sul
Santa Catarina;201606;57758960.8;Sul
Rio Grande do Sul;201606;88088367.62;Sul
Mato Grosso do Sul;201606;15634796.95;Centro-Oeste
Mato Grosso;201606;15809574.22;Centro-Oeste
Goiás;201606;36011750.29;Centro-Oeste
Distrito Federal;201606;18261439.85;Centro-Oeste
Rondônia;201607;8133705.36;Norte
Acre;201607;3837020.05;Norte
Amazonas;201607;12605307.29;Norte
Roraima;201607;3104153.09;Norte
Pará;201607;29981379.23;Norte
Amapá;201607;2094138.46;Norte
Tocantins;201607;6757143.54;Norte
Maranhão;201607;27245242.67;Nordeste
Piauí;201607;16465969.2;Nordeste
Ceará;201607;45694578.24;Nordeste
Rio Grande do Norte;201607;18710632.25;Nordeste
Paraíba;201607;15836692.0;Nordeste
Pernambuco;201607;63996670.41;Nordeste
Alagoas;201607;15573956.75;Nordeste
Sergipe;201607;10003202.01;Nordeste
Bahia;201607;70499941.2;Nordeste
Minas Gerais;201607;141622724.9;Sudeste
Espírito Santo;201607;25169057.16;Sudeste
Rio de Janeiro;201607;68974994.76;Sudeste
São Paulo;201607;289939692.7;Sudeste
Paraná;201607;108340437.09;Sul
Santa Catarina;201607;56650625.57;Sul
Rio Grande do Sul;201607;92470925.2;Sul
Mato Grosso do Sul;201607;16131310.92;Centro-Oeste
Mato Grosso;201607;15578808.89;Centro-Oeste
Goiás;201607;32794483.12;Centro-Oeste
Distrito Federal;201607;15957484.01;Centro-Oeste
Rondônia;201608;8150486.59;Norte
Acre;201608;3659074.22;Norte
Amazonas;201608;13670157.49;Norte
Roraima;201608;2717341.67;Norte
Pará;201608;30099178.67;Norte
Amapá;201608;1949259.95;Norte
Tocantins;201608;6766501.09;Norte
Maranhão;201608;26354933.71;Nordeste
Piauí;201608;16228607.43;Nordeste
Ceará;201608;48499950.85;Nordeste
Rio Grande do Norte;201608;16407464.11;Nordeste
Paraíba;201608;17335283.11;Nordeste
Pernambuco;201608;63766089.53;Nordeste
Alagoas;201608;15475529.1;Nordeste
Sergipe;201608;16003933.99;Nordeste
Bahia;201608;71275142.55;Nordeste
Minas Gerais;201608;142810729.59;Sudeste
Espírito Santo;201608;26725024.24;Sudeste
Rio de Janeiro;201608;68889555.91;Sudeste
São Paulo;201608;285504373.5;Sudeste
Paraná;201608;106455448.92;Sul
Santa Catarina;201608;59500073.33;Sul
Rio Grande do Sul;201608;94272573.31;Sul
Mato Grosso do Sul;201608;16658359.76;Centro-Oeste
Mato Grosso;201608;15684802.91;Centro-Oeste
Goiás;201608;37294503.4;Centro-Oeste
Distrito Federal;201608;18859728.02;Centro-Oeste
Rondônia;201609;8022627.09;Norte
Acre;201609;3540035.67;Norte
Amazonas;201609;13659651.19;Norte
Roraima;201609;2667842.22;Norte
Pará;201609;30831386.91;Norte
Amapá;201609;1880541.13;Norte
Tocantins;201609;6343847.41;Norte
Maranhão;201609;25975872.16;Nordeste
Piauí;201609;15549846.19;Nordeste
Ceará;201609;47371013.95;Nordeste
Rio Grande do Norte;201609;13341159.56;Nordeste
Paraíba;201609;16612200.96;Nordeste
Pernambuco;201609;62864173.51;Nordeste
Alagoas;201609;15561671.96;Nordeste
Sergipe;201609;5751946.44;Nordeste
Bahia;201609;72316907.37;Nordeste
Minas Gerais;201609;138557655.19;Sudeste
Espírito Santo;201609;25338983.15;Sudeste
Rio de Janeiro;201609;65722866.9;Sudeste
São Paulo;201609;280625651.53;Sudeste
Paraná;201609;107336203.74;Sul
Santa Catarina;201609;57825717.51;Sul
Rio Grande do Sul;201609;77466039.1;Sul
Mato Grosso do Sul;201609;16115694.41;Centro-Oeste
Mato Grosso;201609;15561519.2;Centro-Oeste
Goiás;201609;34824730.59;Centro-Oeste
Distrito Federal;201609;14617687.82;Centro-Oeste
Rondônia;201610;7280387.24;Norte
Acre;201610;3184932.0;Norte
Amazonas;201610;11115915.16;Norte
Roraima;201610;2756299.47;Norte
Pará;201610;31994665.39;Norte
Amapá;201610;1751634.91;Norte
Tocantins;201610;5564377.89;Norte
Maranhão;201610;25534733.58;Nordeste
Piauí;201610;15736373.68;Nordeste
Ceará;201610;46087169.6;Nordeste
Rio Grande do Norte;201610;18596119.7;Nordeste
Paraíba;201610;15902954.28;Nordeste
Pernambuco;201610;62218424.19;Nordeste
Alagoas;201610;14764824.13;Nordeste
Sergipe;201610;6199962.79;Nordeste
Bahia;201610;70322056.89;Nordeste
Minas Gerais;201610;132905509.36;Sudeste
Espírito Santo;201610;24619233.74;Sudeste
Rio de Janeiro;201610;64254090.02;Sudeste
São Paulo;201610;271080917.37;Sudeste
Paraná;201610;104805099.88;Sul
Santa Catarina;201610;57782700.4;Sul
Rio Grande do Sul;201610;96934581.89;Sul
Mato Grosso do Sul;201610;15532297.35;Centro-Oeste
Mato Grosso;201610;15505564.73;Centro-Oeste
Goiás;201610;32901169.3;Centro-Oeste
Distrito Federal;201610;15938065.89;Centro-Oeste
Rondônia;201611;7047166.57;Norte
Acre;201611;3019223.73;Norte
Amazonas;201611;10975042.21;Norte
Roraima;201611;2478590.27;Norte
Pará;201611;29052732.84;Norte
Amapá;201611;1779290.66;Norte
Tocantins;201611;6647651.04;Norte
Maranhão;201611;25483933.05;Nordeste
Piauí;201611;15391534.31;Nordeste
Ceará;201611;44416697.03;Nordeste
Rio Grande do Norte;201611;17338919.64;Nordeste
Paraíba;201611;15304390.51;Nordeste
Pernambuco;201611;57815722.37;Nordeste
Alagoas;201611;14669628.67;Nordeste
Sergipe;201611;6644582.06;Nordeste
Bahia;201611;63620328.18;Nordeste
Minas Gerais;201611;133811593.1;Sudeste
Espírito Santo;201611;24316581.95;Sudeste
Rio de Janeiro;201611;63295431.25;Sudeste
São Paulo;201611;270459042.05;Sudeste
Paraná;201611;102244280.05;Sul
Santa Catarina;201611;54981230.42;Sul
Rio Grande do Sul;201611;86678131.26;Sul
Mato Grosso do Sul;201611;15444859.93;Centro-Oeste
Mato Grosso;201611;15319349.26;Centro-Oeste
Goiás;201611;32290017.8;Centro-Oeste
Distrito Federal;201611;17795635.56;Centro-Oeste
Rondônia;201612;6961884.87;Norte
Acre;201612;3264746.69;Norte
Amazonas;201612;11172130.72;Norte
Roraima;201612;2379805.56;Norte
Pará;201612;29146575.51;Norte
Amapá;201612;1853989.34;Norte
Tocantins;201612;6245735.72;Norte
Maranhão;201612;20546508.53;Nordeste
Piauí;201612;15393789.12;Nordeste
Ceará;201612;43959411.65;Nordeste
Rio Grande do Norte;201612;18965204.65;Nordeste
Paraíba;201612;15163126.53;Nordeste
Pernambuco;201612;60832058.72;Nordeste
Alagoas;201612;14192533.17;Nordeste
Sergipe;201612;7118708.08;Nordeste
Bahia;201612;62906303.19;Nordeste
Minas Gerais;201612;143174363.93;Sudeste
Espírito Santo;201612;25928484.84;Sudeste
Rio de Janeiro;201612;67082136.55;Sudeste
São Paulo;201612;273722267.98;Sudeste
Paraná;201612;102217981.44;Sul
Santa Catarina;201612;50520420.22;Sul
Rio Grande do Sul;201612;87399566.81;Sul
Mato Grosso do Sul;201612;15768541.9;Centro-Oeste
Mato Grosso;201612;13805916.37;Centro-Oeste
Goiás;201612;33456689.43;Centro-Oeste
Distrito Federal;201612;17955606.46;Centro-Oeste
Rondônia;201701;7820057.09;Norte
Acre;201701;2821087.89;Norte
Amazonas;201701;12819877.21;Norte
Roraima;201701;2331250.21;Norte
Pará;201701;30754370.21;Norte
Amapá;201701;1875579.06;Norte
Tocantins;201701;6041173.17;Norte
Maranhão;201701;26153825.19;Nordeste
Piauí;201701;15107868.39;Nordeste
Ceará;201701;41682796.39;Nordeste
Rio Grande do Norte;201701;17531025.7;Nordeste
Paraíba;201701;15753142.07;Nordeste
Pernambuco;201701;61543259.12;Nordeste
Alagoas;201701;15129171.85;Nordeste
Sergipe;201701;7720209.82;Nordeste
Bahia;201701;64397235.43;Nordeste
Minas Gerais;201701;139000446.94;Sudeste
Espírito Santo;201701;25007676.62;Sudeste
Rio de Janeiro;201701;62062074.3;Sudeste
São Paulo;201701;265667602.28;Sudeste
Paraná;201701;101336658.86;Sul
Santa Catarina;201701;56881263.74;Sul
Rio Grande do Sul;201701;81109569.27;Sul
Mato Grosso do Sul;201701;16010162.9;Centro-Oeste
Mato Grosso;201701;14035537.59;Centro-Oeste
Goiás;201701;32130522.23;Centro-Oeste
Distrito Federal;201701;17727684.85;Centro-Oeste
Rondônia;201702;6801952.61;Norte
Acre;201702;3361575.8;Norte
Amazonas;201702;10999828.34;Norte
Roraima;201702;2328221.91;Norte
Pará;201702;30351043.39;Norte
Amapá;201702;1799370.1;Norte
Tocantins;201702;6185379.91;Norte
Maranhão;201702;25915583.5;Nordeste
Piauí;201702;14790246.86;Nordeste
Ceará;201702;42896779.59;Nordeste
Rio Grande do Norte;201702;15915347.17;Nordeste
Paraíba;201702;15083831.63;Nordeste
Pernambuco;201702;58530231.23;Nordeste
Alagoas;201702;15038456.12;Nordeste
Sergipe;201702;7541775.26;Nordeste
Bahia;201702;64634686.08;Nordeste
Minas Gerais;201702;131306326.84;Sudeste
Espírito Santo;201702;24191191.04;Sudeste
Rio de Janeiro;201702;63262857.88;Sudeste
São Paulo;201702;253804030.03;Sudeste
Paraná;201702;100907457.85;Sul
Santa Catarina;201702;49307356.23;Sul
Rio Grande do Sul;201702;73212030.39;Sul
Mato Grosso do Sul;201702;14833749.68;Centro-Oeste
Mato Grosso;201702;14149756.35;Centro-Oeste
Goiás;201702;32012206.14;Centro-Oeste
Distrito Federal;201702;17813104.88;Centro-Oeste
Rondônia;201703;7825186.4;Norte
Acre;201703;3080444.99;Norte
Amazonas;201703;14050412.75;Norte
Roraima;201703;2524744.05;Norte
Pará;201703;31280430.65;Norte
Amapá;201703;1665356.48;Norte
Tocantins;201703;7066456.44;Norte
Maranhão;201703;27895091.69;Nordeste
Piauí;201703;15341220.32;Nordeste
Ceará;201703;46482524.94;Nordeste
Rio Grande do Norte;201703;18088553.83;Nordeste
Paraíba;201703;17333812.39;Nordeste
Pernambuco;201703;66011432.62;Nordeste
Alagoas;201703;16130532.16;Nordeste
Sergipe;201703;7749421.92;Nordeste
Bahia;201703;68690380.93;Nordeste
Minas Gerais;201703;145820665.37;Sudeste
Espírito Santo;201703;25308292.4;Sudeste
Rio de Janeiro;201703;70614050.49;Sudeste
São Paulo;201703;284405443.35;Sudeste
Paraná;201703;108922320.46;Sul
Santa Catarina;201703;57799235.23;Sul
Rio Grande do Sul;201703;84033985.11;Sul
Mato Grosso do Sul;201703;17139379.75;Centro-Oeste
Mato Grosso;201703;14898417.06;Centro-Oeste
Goiás;201703;34551884.35;Centro-Oeste
Distrito Federal;201703;18510105.96;Centro-Oeste
Rondônia;201704;8706448.06;Norte
Acre;201704;2792505.42;Norte
Amazonas;201704;12450515.95;Norte
Roraima;201704;2637579.82;Norte
Pará;201704;32051882.54;Norte
Amapá;201704;1702593.7;Norte
Tocantins;201704;5722291.45;Norte
Maranhão;201704;26808643.39;Nordeste
Piauí;201704;15269541.96;Nordeste
Ceará;201704;43165850.62;Nordeste
Rio Grande do Norte;201704;18346126.95;Nordeste
Paraíba;201704;16955476.06;Nordeste
Pernambuco;201704;62888623.19;Nordeste
Alagoas;201704;15743174.63;Nordeste
Sergipe;201704;7767046.51;Nordeste
Bahia;201704;65626958.5;Nordeste
Minas Gerais;201704;135720879.19;Sudeste
Espírito Santo;201704;25031483.52;Sudeste
Rio de Janeiro;201704;66831641.3;Sudeste
São Paulo;201704;267260974.12;Sudeste
Paraná;201704;108702876.03;Sul
Santa Catarina;201704;53445103.28;Sul
Rio Grande do Sul;201704;83238680.79;Sul
Mato Grosso do Sul;201704;14983940.4;Centro-Oeste
Mato Grosso;201704;15584480.77;Centro-Oeste
Goiás;201704;36415181.79;Centro-Oeste
Distrito Federal;201704;16996973.92;Centro-Oeste
Rondônia;201705;7700730.62;Norte
Acre;201705;3268651.85;Norte
Amazonas;201705;14585552.51;Norte
Roraima;201705;2510634.79;Norte
Pará;201705;30507852.39;Norte
Amapá;201705;1897787.14;Norte
Tocantins;201705;7017035.58;Norte
Maranhão;201705;28064440.72;Nordeste
Piauí;201705;16099564.15;Nordeste
Ceará;201705;46984022.33;Nordeste
Rio Grande do Norte;201705;19111034.24;Nordeste
Paraíba;201705;17614909.3;Nordeste
Pernambuco;201705;70257954.75;Nordeste
Alagoas;201705;16086575.66;Nordeste
Sergipe;201705;9047436.87;Nordeste
Bahia;201705;70176833.67;Nordeste
Minas Gerais;201705;147516450.71;Sudeste
Espírito Santo;201705;26638696.23;Sudeste
Rio de Janeiro;201705;74203708.15;Sudeste
São Paulo;201705;296851092.99;Sudeste
Paraná;201705;111362259.15;Sul
Santa Catarina;201705;60332325.13;Sul
Rio Grande do Sul;201705;94756267.63;Sul
Mato Grosso do Sul;201705;16984929.81;Centro-Oeste
Mato Grosso;201705;16651188.35;Centro-Oeste
Goiás;201705;36185213.95;Centro-Oeste
Distrito Federal;201705;15586295.88;Centro-Oeste
Rondônia;201706;7948291.63;Norte
Acre;201706;2397512.85;Norte
Amazonas;201706;12789637.85;Norte
Roraima;201706;2755620.24;Norte
Pará;201706;32202265.99;Norte
Amapá;201706;2050824.29;Norte
Tocantins;201706;6392708.38;Norte
Maranhão;201706;27699191.35;Nordeste
Piauí;201706;16030487.08;Nordeste
Ceará;201706;46412837.02;Nordeste
Rio Grande do Norte;201706;17755044.87;Nordeste
Paraíba;201706;16903390.86;Nordeste
Pernambuco;201706;69573373.69;Nordeste
Alagoas;201706;16042875.36;Nordeste
Sergipe;201706;8441039.71;Nordeste
Bahia;201706;72870964.12;Nordeste
Minas Gerais;201706;143284103.88;Sudeste
Espírito Santo;201706;27029630.04;Sudeste
Rio de Janeiro;201706;72248657.15;Sudeste
São Paulo;201706;270596412.47;Sudeste
Paraná;201706;110695749.67;Sul
Santa Catarina;201706;58396222.86;Sul
Rio Grande do Sul;201706;89585823.81;Sul
Mato Grosso do Sul;201706;15676843.15;Centro-Oeste
Mato Grosso;201706;15509614.84;Centro-Oeste
Goiás;201706;35061574.61;Centro-Oeste
Distrito Federal;201706;14832061.1;Centro-Oeste
Rondônia;201707;8438077.45;Norte
Acre;201707;2348760.0;Norte
Amazonas;201707;14376990.41;Norte
Roraima;201707;2878177.6;Norte
Pará;201707;32771002.63;Norte
Amapá;201707;1881406.55;Norte
Tocantins;201707;5837072.54;Norte
Maranhão;201707;29321581.7;Nordeste
Piauí;201707;15389371.73;Nordeste
Ceará;201707;46353321.61;Nordeste
Rio Grande do Norte;201707;19054889.16;Nordeste
Paraíba;201707;17436413.89;Nordeste
Pernambuco;201707;69762828.96;Nordeste
Alagoas;201707;16846127.29;Nordeste
Sergipe;201707;8291702.97;Nordeste
Bahia;201707;63845395.83;Nordeste
Minas Gerais;201707;146849636.29;Sudeste
Espírito Santo;201707;26530798.94;Sudeste
Rio de Janeiro;201707;75302602.85;Sudeste
São Paulo;201707;297881361.74;Sudeste
Paraná;201707;116359245.54;Sul
Santa Catarina;201707;57247011.5;Sul
Rio Grande do Sul;201707;96174533.7;Sul
Mato Grosso do Sul;201707;16956118.78;Centro-Oeste
Mato Grosso;201707;16372281.19;Centro-Oeste
Goiás;201707;34374096.65;Centro-Oeste
Distrito Federal;201707;15143253.69;Centro-Oeste
Rondônia;201708;7656644.83;Norte
Acre;201708;3139155.41;Norte
Amazonas;201708;14240071.26;Norte
Roraima;201708;2921978.36;Norte
Pará;201708;32204013.38;Norte
Amapá;201708;1940174.73;Norte
Tocantins;201708;6608301.6;Norte
Maranhão;201708;28974267.39;Nordeste
Piauí;201708;16008485.48;Nordeste
Ceará;201708;47766332.04;Nordeste
Rio Grande do Norte;201708;19795966.53;Nordeste
Paraíba;201708;18419340.61;Nordeste
Pernambuco;201708;68099323.25;Nordeste
Alagoas;201708;16928567.14;Nordeste
Sergipe;201708;9552486.43;Nordeste
Bahia;201708;63756542.98;Nordeste
Minas Gerais;201708;152645703.34;Sudeste
Espírito Santo;201708;25867248.28;Sudeste
Rio de Janeiro;201708;77717421.67;Sudeste
São Paulo;201708;297309345.9;Sudeste
Paraná;201708;117872309.11;Sul
Santa Catarina;201708;60460918.42;Sul
Rio Grande do Sul;201708;92176170.61;Sul
Mato Grosso do Sul;201708;17043069.32;Centro-Oeste
Mato Grosso;201708;16231682.7;Centro-Oeste
Goiás;201708;35314254.06;Centro-Oeste
Distrito Federal;201708;16830062.39;Centro-Oeste
Rondônia;201709;8047742.98;Norte
Acre;201709;2765062.92;Norte
Amazonas;201709;13594647.25;Norte
Roraima;201709;2794080.79;Norte
Pará;201709;34983747.88;Norte
Amapá;201709;1923150.03;Norte
Tocantins;201709;6155701.19;Norte
Maranhão;201709;28210786.25;Nordeste
Piauí;201709;15958946.19;Nordeste
Ceará;201709;47342510.36;Nordeste
Rio Grande do Norte;201709;18795259.74;Nordeste
Paraíba;201709;18644534.22;Nordeste
Pernambuco;201709;67999680.35;Nordeste
Alagoas;201709;15886458.95;Nordeste
Sergipe;201709;8870825.75;Nordeste
Bahia;201709;72195775.69;Nordeste
Minas Gerais;201709;144488574.05;Sudeste
Espírito Santo;201709;25262466.33;Sudeste
Rio de Janeiro;201709;72622372.14;Sudeste
São Paulo;201709;280813753.04;Sudeste
Paraná;201709;111878379.52;Sul
Santa Catarina;201709;56263507.69;Sul
Rio Grande do Sul;201709;94228360.83;Sul
Mato Grosso do Sul;201709;17477126.81;Centro-Oeste
Mato Grosso;201709;16044219.39;Centro-Oeste
Goiás;201709;35452231.8;Centro-Oeste
Distrito Federal;201709;18437945.84;Centro-Oeste
Rondônia;201710;8657206.23;Norte
Acre;201710;4540084.78;Norte
Amazonas;201710;14584288.95;Norte
Roraima;201710;2512259.5;Norte
Pará;201710;34138970.65;Norte
Amapá;201710;2036787.91;Norte
Tocantins;201710;5104089.76;Norte
Maranhão;201710;28352324.75;Nordeste
Piauí;201710;15596652.45;Nordeste
Ceará;201710;48964370.84;Nordeste
Rio Grande do Norte;201710;18444347.9;Nordeste
Paraíba;201710;18532729.35;Nordeste
Pernambuco;201710;66978897.02;Nordeste
Alagoas;201710;16596937.09;Nordeste
Sergipe;201710;9178431.79;Nordeste
Bahia;201710;78409447.23;Nordeste
Minas Gerais;201710;143939472.31;Sudeste
Espírito Santo;201710;26309234.34;Sudeste
Rio de Janeiro;201710;74953056.26;Sudeste
São Paulo;201710;285740593.74;Sudeste
Paraná;201710;115332028.47;Sul
Santa Catarina;201710;56883543.13;Sul
Rio Grande do Sul;201710;90655015.78;Sul
Mato Grosso do Sul;201710;15488155.75;Centro-Oeste
Mato Grosso;201710;16146542.89;Centro-Oeste
Goiás;201710;34270824.0;Centro-Oeste
Distrito Federal;201710;18041562.15;Centro-Oeste
Rondônia;201711;8150893.68;Norte
Acre;201711;4120228.96;Norte
Amazonas;201711;13158724.61;Norte
Roraima;201711;2508514.18;Norte
Pará;201711;33280643.37;Norte
Amapá;201711;1876731.42;Norte
Tocantins;201711;5441162.74;Norte
Maranhão;201711;26858367.06;Nordeste
Piauí;201711;14963370.52;Nordeste
Ceará;201711;47756590.17;Nordeste
Rio Grande do Norte;201711;17298003.5;Nordeste
Paraíba;201711;18248446.2;Nordeste
Pernambuco;201711;64734221.71;Nordeste
Alagoas;201711;15508260.93;Nordeste
Sergipe;201711;7967802.82;Nordeste
Bahia;201711;71987968.64;Nordeste
Minas Gerais;201711;145123339.34;Sudeste
Espírito Santo;201711;26485310.14;Sudeste
Rio de Janeiro;201711;72548265.05;Sudeste
São Paulo;201711;280768835.63;Sudeste
Paraná;201711;114669021.47;Sul
Santa Catarina;201711;55604043.98;Sul
Rio Grande do Sul;201711;91242720.7;Sul
